Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
agrest,io.agrest.cayenne.processor.update.stage,CayenneMapUpdateStage,assignChildrenToParent,Magic Number,The method contains a magic number: 2,255
agrest,io.agrest.cayenne.processor.update.stage,CayenneMapUpdateStage,assignChildrenToParent,Magic Number,The method contains a magic number: 2,255
agrest,io.agrest.cayenne.processor.update.stage,CayenneMapUpdateStage,translateExpressionToSource,Long Statement,The length of the statement "return expression != null ? relationship.getSourceEntity().translateToRelatedEntity(expression`relationship.getName()) : null;" is 126.,276
agrest,io.agrest.cayenne.processor.update.stage,CayenneMergeChangesStage,mapToDbAttributes,Magic Number,The method contains a magic number: 0.75,123
agrest,io.agrest.cayenne.processor.update.stage,CayenneMergeChangesStage,checkExisting,Long Statement,The length of the statement "throw AgException.badRequest("Can't create '%s' with id %s - already exists"`agEntity.getName()`MultiValueId.mapToString(idByAgAttribute));" is 139.,146
agrest,io.agrest.cayenne.processor.update.stage,CayenneMergeChangesStage,createSingleFromIdValues,Long Statement,The length of the statement "throw AgException.badRequest("Can't create '%s' with id %s - not an ID DB attribute: %s"`entity.getName()`MultiValueId.mapToString(idByAgAttribute)`idPart.getKey());" is 165.,164
agrest,io.agrest.cayenne.processor.update.stage,CayenneMergeChangesStage,createSingleFromIdValues,Long Statement,The length of the statement "throw AgException.badRequest("Can't create '%s' with id %s - unknown object attribute: %s"`entity.getName()`MultiValueId.mapToString(idByAgAttribute)`idPart.getKey());" is 167.,164
agrest,io.agrest.cayenne.processor.update.stage,CayenneMergeChangesStage,mergeChanges,Complex Method,Cyclomatic complexity of the method is 15,235
agrest,io.agrest.cayenne.processor.update.stage,CayenneMergeChangesStage,mergeChanges,Long Statement,The length of the statement "throw AgException.notFound("Related object '%s' with id of '%s' is not found"`relationship.getTargetEntity().getName()`e.getValue());" is 133.,235
agrest,io.agrest.cayenne.processor.update.stage,CayenneMergeChangesStage,mergeChanges,Long Statement,The length of the statement "throw AgException.notFound("Related object '%s' with id of '%s' is not found"`relationship.getTargetEntity().getName()`e.getValue());" is 133.,235
agrest,io.agrest.cayenne.processor.update.stage,CayenneMergeChangesStage,mergeChanges,Magic Number,The method contains a magic number: 2,235
agrest,io.agrest.cayenne.processor.update.stage,CayenneMergeChangesStage,createParentRelator,Long Statement,The length of the statement "return parentAgEntity.getRelationship(parent.getRelationship()).isToMany() ? o -> parentObject.addToManyTarget(parent.getRelationship()`o`true) : o -> parentObject.setToOneTarget(parent.getRelationship()`o`true);" is 212.,334
agrest,io.agrest.cayenne.processor.update.stage,CayenneMergeChangesStage,findParent,Long Statement,The length of the statement "DataObject parentObject=(DataObject)CayenneUtil.findById(pathResolver`CayenneUpdateStartStage.cayenneContext(context)`parentAgEntity`parent.getId());" is 149.,349
agrest,io.agrest.cayenne.processor.update.stage,CayenneUpdateApplyServerParamsStage,fillIdsFromParentId,Long Statement,The length of the statement "Map<String`String> parentAgKeysToChildDbPaths=parentAgKeysToChildDbPaths(context.getSchema().getEntity(parent.getType())`parent);" is 129.,223
agrest,io.agrest.cayenne.processor.update.stage,CayenneUpdateApplyServerParamsStage,fillIdsFromParentId,Magic Number,The method contains a magic number: 5,223
agrest,io.agrest.cayenne.processor.update.stage,CayenneUpdateApplyServerParamsStage,parentAgKeysToChildDbPaths,Long Statement,The length of the statement "throw AgException.internalServerError("One or more parent join keys are not mapped as Ag IDs and can't be propagated over relationship '%s': %s"`parent.getRelationship()`sourceToTargetJoins.keySet());" is 200.,250
agrest,io.agrest.cayenne.processor.update.stage,CayenneUpdateStartStage,cayenneContext,Long Identifier,The length of the field UPDATE_OBJECT_CONTEXT_ATTRIBUTE is 31.,18
agrest,io.agrest.cayenne.processor.update.stage,CayenneUpdateStartStage,execute,Long Identifier,The length of the field UPDATE_OBJECT_CONTEXT_ATTRIBUTE is 31.,32
agrest,io.agrest.cayenne.spi,CayenneRuntimeExceptionMapper,toAgException,Magic Number,The method contains a magic number: 300,21
agrest,io.agrest.cayenne.spi,CayenneRuntimeExceptionMapper,toAgException,Magic Number,The method contains a magic number: 300,21
agrest,io.agrest.cayenne.spi,ValidationExceptionMapper,toAgException,Long Statement,The length of the statement "String clientMessage=validation.getFailures().size() == 1 ? ERROR_MESSAGE_SINGULAR : String.format(ERROR_MESSAGE_PLURAL`validation.getFailures().size());" is 153.,21
agrest,io.agrest.cayenne.cayenne.inheritance.auto,_Aie1Sub1,readPropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@5fb46974,51
agrest,io.agrest.cayenne.cayenne.inheritance.auto,_Aie1Sub1,writePropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@7d4b0c34,67
agrest,io.agrest.cayenne.cayenne.inheritance.auto,_Aie1Sub1Sub1,readPropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@27dc42f9,39
agrest,io.agrest.cayenne.cayenne.inheritance.auto,_Aie1Sub1Sub1,writePropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@6fed8d5f,53
agrest,io.agrest.cayenne.cayenne.inheritance.auto,_Aie1Sub2,readPropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@136eb61f,39
agrest,io.agrest.cayenne.cayenne.inheritance.auto,_Aie1Sub2,writePropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@366132ea,53
agrest,io.agrest.cayenne.cayenne.inheritance.auto,_Aie1Super,readPropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@736f7555,70
agrest,io.agrest.cayenne.cayenne.inheritance.auto,_Aie1Super,writePropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@70eb9912,88
agrest,io.agrest.cayenne.cayenne.inheritance.auto,_Ie1Sub1,readPropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@1653175e,51
agrest,io.agrest.cayenne.cayenne.inheritance.auto,_Ie1Sub1,writePropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@299a911c,67
agrest,io.agrest.cayenne.cayenne.inheritance.auto,_Ie1Sub1Sub1,readPropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@21d79ca7,39
agrest,io.agrest.cayenne.cayenne.inheritance.auto,_Ie1Sub1Sub1,writePropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@d58b286,53
agrest,io.agrest.cayenne.cayenne.inheritance.auto,_Ie1Sub2,readPropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@3bfad94,39
agrest,io.agrest.cayenne.cayenne.inheritance.auto,_Ie1Sub2,writePropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@7ed0de8e,53
agrest,io.agrest.cayenne.cayenne.inheritance.auto,_Ie1Super,readPropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@637f5757,70
agrest,io.agrest.cayenne.cayenne.inheritance.auto,_Ie1Super,writePropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@2bfb153c,88
agrest,io.agrest.cayenne.cayenne.inheritance.auto,_Ie2,readPropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@5556ceda,44
agrest,io.agrest.cayenne.cayenne.inheritance.auto,_Ie2,writePropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@2d0a4e50,58
agrest,io.agrest.cayenne.cayenne.inheritance.auto,_Ie3,readPropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@34566149,38
agrest,io.agrest.cayenne.cayenne.inheritance.auto,_Ie3,writePropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@47f7d00a,52
agrest,io.agrest.cayenne.cayenne.main.auto,_E1,readPropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@2434e630,82
agrest,io.agrest.cayenne.cayenne.main.auto,_E1,writePropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@5b334428,102
agrest,io.agrest.cayenne.cayenne.main.auto,_E10,readPropertyDirectly,Complex Method,Cyclomatic complexity of the method is 10,134
agrest,io.agrest.cayenne.cayenne.main.auto,_E10,readPropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@5c682a2e,134
agrest,io.agrest.cayenne.cayenne.main.auto,_E10,writePropertyDirectly,Complex Method,Cyclomatic complexity of the method is 10,162
agrest,io.agrest.cayenne.cayenne.main.auto,_E10,writePropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@25e6c629,162
agrest,io.agrest.cayenne.cayenne.main.auto,_E11,readPropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@26e0a1c3,63
agrest,io.agrest.cayenne.cayenne.main.auto,_E11,writePropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@67b3b333,81
agrest,io.agrest.cayenne.cayenne.main.auto,_E12,readPropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@7a17dcb1,44
agrest,io.agrest.cayenne.cayenne.main.auto,_E12,writePropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@69d39a54,58
agrest,io.agrest.cayenne.cayenne.main.auto,_E12E13,readPropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@4a1ed014,50
agrest,io.agrest.cayenne.cayenne.main.auto,_E12E13,writePropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@30cec84f,66
agrest,io.agrest.cayenne.cayenne.main.auto,_E13,readPropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@747868b3,44
agrest,io.agrest.cayenne.cayenne.main.auto,_E13,writePropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@10c5d52,58
agrest,io.agrest.cayenne.cayenne.main.auto,_E14,readPropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@3daeb317,51
agrest,io.agrest.cayenne.cayenne.main.auto,_E14,writePropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@7b64885d,67
agrest,io.agrest.cayenne.cayenne.main.auto,_E15,readPropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@4cee4a72,89
agrest,io.agrest.cayenne.cayenne.main.auto,_E15,writePropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@2f6b7870,109
agrest,io.agrest.cayenne.cayenne.main.auto,_E15E1,readPropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@67155081,50
agrest,io.agrest.cayenne.cayenne.main.auto,_E15E1,writePropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@386c0a5e,66
agrest,io.agrest.cayenne.cayenne.main.auto,_E16,readPropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@66f7afb,65
agrest,io.agrest.cayenne.cayenne.main.auto,_E16,writePropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@72332abe,83
agrest,io.agrest.cayenne.cayenne.main.auto,_E17,readPropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@3feffd21,83
agrest,io.agrest.cayenne.cayenne.main.auto,_E17,writePropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@67092e78,103
agrest,io.agrest.cayenne.cayenne.main.auto,_E18,readPropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@1acc38c0,51
agrest,io.agrest.cayenne.cayenne.main.auto,_E18,writePropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@71c187fd,67
agrest,io.agrest.cayenne.cayenne.main.auto,_E19,readPropertyDirectly,Complex Method,Cyclomatic complexity of the method is 25,334
agrest,io.agrest.cayenne.cayenne.main.auto,_E19,readPropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@31077a11,334
agrest,io.agrest.cayenne.cayenne.main.auto,_E19,writePropertyDirectly,Complex Method,Cyclomatic complexity of the method is 25,392
agrest,io.agrest.cayenne.cayenne.main.auto,_E19,writePropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@1f53f8a7,392
agrest,io.agrest.cayenne.cayenne.main.auto,_E2,readPropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@6422d9b5,69
agrest,io.agrest.cayenne.cayenne.main.auto,_E2,writePropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@19a154a3,87
agrest,io.agrest.cayenne.cayenne.main.auto,_E20,readPropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@13fc6274,76
agrest,io.agrest.cayenne.cayenne.main.auto,_E20,writePropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@136a366c,96
agrest,io.agrest.cayenne.cayenne.main.auto,_E21,readPropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@6177aac5,82
agrest,io.agrest.cayenne.cayenne.main.auto,_E21,writePropertyDirectly,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@72e0fe04,102
